Date_Key,Date,Day,Week_No,Month,Month_No,Quarter,Year
20060426,26-04-2006,Wednesday,17,Apr,4,2,2006
20060427,27-04-2006,Thursday,17,Apr,4,2,2006
20060428,28-04-2006,Friday,17,Apr,4,2,2006
20060429,29-04-2006,Saturday,17,Apr,4,2,2006
20060430,30-04-2006,Sunday,18,Apr,4,2,2006
20060501,01-05-2006,Monday,18,May,5,2,2006
20060502,02-05-2006,Tuesday,18,May,5,2,2006
20060503,03-05-2006,Wednesday,18,May,5,2,2006
20060504,04-05-2006,Thursday,18,May,5,2,2006
20060505,05-05-2006,Friday,18,May,5,2,2006
20060506,06-05-2006,Saturday,18,May,5,2,2006
20060507,07-05-2006,Sunday,19,May,5,2,2006
20060508,08-05-2006,Monday,19,May,5,2,2006
20060509,09-05-2006,Tuesday,19,May,5,2,2006
20060510,10-05-2006,Wednesday,19,May,5,2,2006
20060511,11-05-2006,Thursday,19,May,5,2,2006
20060512,12-05-2006,Friday,19,May,5,2,2006
20060513,13-05-2006,Saturday,19,May,5,2,2006
20060514,14-05-2006,Sunday,20,May,5,2,2006
20060515,15-05-2006,Monday,20,May,5,2,2006
20060516,16-05-2006,Tuesday,20,May,5,2,2006
20060517,17-05-2006,Wednesday,20,May,5,2,2006
20060518,18-05-2006,Thursday,20,May,5,2,2006
20060519,19-05-2006,Friday,20,May,5,2,2006
20060520,20-05-2006,Saturday,20,May,5,2,2006
20060521,21-05-2006,Sunday,21,May,5,2,2006
20060522,22-05-2006,Monday,21,May,5,2,2006
20060523,23-05-2006,Tuesday,21,May,5,2,2006
20060524,24-05-2006,Wednesday,21,May,5,2,2006
20060525,25-05-2006,Thursday,21,May,5,2,2006
20060526,26-05-2006,Friday,21,May,5,2,2006
20060527,27-05-2006,Saturday,21,May,5,2,2006
20060528,28-05-2006,Sunday,22,May,5,2,2006
20060529,29-05-2006,Monday,22,May,5,2,2006
20060530,30-05-2006,Tuesday,22,May,5,2,2006
20060531,31-05-2006,Wednesday,22,May,5,2,2006
20060601,01-06-2006,Thursday,22,Jun,6,2,2006
20060602,02-06-2006,Friday,22,Jun,6,2,2006
20060603,03-06-2006,Saturday,22,Jun,6,2,2006
20060604,04-06-2006,Sunday,23,Jun,6,2,2006
20060605,05-06-2006,Monday,23,Jun,6,2,2006
20060606,06-06-2006,Tuesday,23,Jun,6,2,2006
20060607,07-06-2006,Wednesday,23,Jun,6,2,2006
20060608,08-06-2006,Thursday,23,Jun,6,2,2006
20060609,09-06-2006,Friday,23,Jun,6,2,2006
20060610,10-06-2006,Saturday,23,Jun,6,2,2006
20060611,11-06-2006,Sunday,24,Jun,6,2,2006
20060612,12-06-2006,Monday,24,Jun,6,2,2006
20060613,13-06-2006,Tuesday,24,Jun,6,2,2006
20060614,14-06-2006,Wednesday,24,Jun,6,2,2006
20060615,15-06-2006,Thursday,24,Jun,6,2,2006
20060616,16-06-2006,Friday,24,Jun,6,2,2006
20060617,17-06-2006,Saturday,24,Jun,6,2,2006
20060618,18-06-2006,Sunday,25,Jun,6,2,2006
20060619,19-06-2006,Monday,25,Jun,6,2,2006
20060620,20-06-2006,Tuesday,25,Jun,6,2,2006
20060621,21-06-2006,Wednesday,25,Jun,6,2,2006
20060622,22-06-2006,Thursday,25,Jun,6,2,2006
20060623,23-06-2006,Friday,25,Jun,6,2,2006
20060624,24-06-2006,Saturday,25,Jun,6,2,2006
20060625,25-06-2006,Sunday,26,Jun,6,2,2006
20060626,26-06-2006,Monday,26,Jun,6,2,2006
20060627,27-06-2006,Tuesday,26,Jun,6,2,2006
20060628,28-06-2006,Wednesday,26,Jun,6,2,2006
20060629,29-06-2006,Thursday,26,Jun,6,2,2006
20060630,30-06-2006,Friday,26,Jun,6,2,2006
20060701,01-07-2006,Saturday,26,Jul,7,3,2006
20060702,02-07-2006,Sunday,27,Jul,7,3,2006
20060703,03-07-2006,Monday,27,Jul,7,3,2006
20060704,04-07-2006,Tuesday,27,Jul,7,3,2006
20060705,05-07-2006,Wednesday,27,Jul,7,3,2006
20060706,06-07-2006,Thursday,27,Jul,7,3,2006
20060707,07-07-2006,Friday,27,Jul,7,3,2006
20060708,08-07-2006,Saturday,27,Jul,7,3,2006
20060709,09-07-2006,Sunday,28,Jul,7,3,2006
20060710,10-07-2006,Monday,28,Jul,7,3,2006
20060711,11-07-2006,Tuesday,28,Jul,7,3,2006
20060712,12-07-2006,Wednesday,28,Jul,7,3,2006
20060713,13-07-2006,Thursday,28,Jul,7,3,2006
20060714,14-07-2006,Friday,28,Jul,7,3,2006
20060715,15-07-2006,Saturday,28,Jul,7,3,2006
20060716,16-07-2006,Sunday,29,Jul,7,3,2006
20060717,17-07-2006,Monday,29,Jul,7,3,2006
20060718,18-07-2006,Tuesday,29,Jul,7,3,2006
20060719,19-07-2006,Wednesday,29,Jul,7,3,2006
20060720,20-07-2006,Thursday,29,Jul,7,3,2006
20060721,21-07-2006,Friday,29,Jul,7,3,2006
20060722,22-07-2006,Saturday,29,Jul,7,3,2006
20060723,23-07-2006,Sunday,30,Jul,7,3,2006
20060724,24-07-2006,Monday,30,Jul,7,3,2006
20060725,25-07-2006,Tuesday,30,Jul,7,3,2006
20060726,26-07-2006,Wednesday,30,Jul,7,3,2006
20060727,27-07-2006,Thursday,30,Jul,7,3,2006
20060728,28-07-2006,Friday,30,Jul,7,3,2006
20060729,29-07-2006,Saturday,30,Jul,7,3,2006
20060730,30-07-2006,Sunday,31,Jul,7,3,2006
20060731,31-07-2006,Monday,31,Jul,7,3,2006
20060801,01-08-2006,Tuesday,31,Aug,8,3,2006
20060802,02-08-2006,Wednesday,31,Aug,8,3,2006
20060803,03-08-2006,Thursday,31,Aug,8,3,2006
20060804,04-08-2006,Friday,31,Aug,8,3,2006
20060805,05-08-2006,Saturday,31,Aug,8,3,2006
20060806,06-08-2006,Sunday,32,Aug,8,3,2006
20060807,07-08-2006,Monday,32,Aug,8,3,2006
20060808,08-08-2006,Tuesday,32,Aug,8,3,2006
20060809,09-08-2006,Wednesday,32,Aug,8,3,2006
20060810,10-08-2006,Thursday,32,Aug,8,3,2006
20060811,11-08-2006,Friday,32,Aug,8,3,2006
20060812,12-08-2006,Saturday,32,Aug,8,3,2006
20060813,13-08-2006,Sunday,33,Aug,8,3,2006
20060814,14-08-2006,Monday,33,Aug,8,3,2006
20060815,15-08-2006,Tuesday,33,Aug,8,3,2006
20060816,16-08-2006,Wednesday,33,Aug,8,3,2006
20060817,17-08-2006,Thursday,33,Aug,8,3,2006
20060818,18-08-2006,Friday,33,Aug,8,3,2006
20060819,19-08-2006,Saturday,33,Aug,8,3,2006
20060820,20-08-2006,Sunday,34,Aug,8,3,2006
20060821,21-08-2006,Monday,34,Aug,8,3,2006
20060822,22-08-2006,Tuesday,34,Aug,8,3,2006
20060823,23-08-2006,Wednesday,34,Aug,8,3,2006
20060824,24-08-2006,Thursday,34,Aug,8,3,2006
20060825,25-08-2006,Friday,34,Aug,8,3,2006
20060826,26-08-2006,Saturday,34,Aug,8,3,2006
20060827,27-08-2006,Sunday,35,Aug,8,3,2006
20060828,28-08-2006,Monday,35,Aug,8,3,2006
20060829,29-08-2006,Tuesday,35,Aug,8,3,2006
20060830,30-08-2006,Wednesday,35,Aug,8,3,2006
20060831,31-08-2006,Thursday,35,Aug,8,3,2006
20060901,01-09-2006,Friday,35,Sep,9,3,2006
20060902,02-09-2006,Saturday,35,Sep,9,3,2006
20060903,03-09-2006,Sunday,36,Sep,9,3,2006
20060904,04-09-2006,Monday,36,Sep,9,3,2006
20060905,05-09-2006,Tuesday,36,Sep,9,3,2006
20060906,06-09-2006,Wednesday,36,Sep,9,3,2006
20060907,07-09-2006,Thursday,36,Sep,9,3,2006
20060908,08-09-2006,Friday,36,Sep,9,3,2006
20060909,09-09-2006,Saturday,36,Sep,9,3,2006
20060910,10-09-2006,Sunday,37,Sep,9,3,2006
20060911,11-09-2006,Monday,37,Sep,9,3,2006
20060912,12-09-2006,Tuesday,37,Sep,9,3,2006
20060913,13-09-2006,Wednesday,37,Sep,9,3,2006
20060914,14-09-2006,Thursday,37,Sep,9,3,2006
20060915,15-09-2006,Friday,37,Sep,9,3,2006
20060916,16-09-2006,Saturday,37,Sep,9,3,2006
20060917,17-09-2006,Sunday,38,Sep,9,3,2006
20060918,18-09-2006,Monday,38,Sep,9,3,2006
20060919,19-09-2006,Tuesday,38,Sep,9,3,2006
20060920,20-09-2006,Wednesday,38,Sep,9,3,2006
20060921,21-09-2006,Thursday,38,Sep,9,3,2006
20060922,22-09-2006,Friday,38,Sep,9,3,2006
20060923,23-09-2006,Saturday,38,Sep,9,3,2006
20060924,24-09-2006,Sunday,39,Sep,9,3,2006
20060925,25-09-2006,Monday,39,Sep,9,3,2006
20060926,26-09-2006,Tuesday,39,Sep,9,3,2006
20060927,27-09-2006,Wednesday,39,Sep,9,3,2006
20060928,28-09-2006,Thursday,39,Sep,9,3,2006
20060929,29-09-2006,Friday,39,Sep,9,3,2006
20060930,30-09-2006,Saturday,39,Sep,9,3,2006
20061001,01-10-2006,Sunday,40,Oct,10,4,2006
20061002,02-10-2006,Monday,40,Oct,10,4,2006
20061003,03-10-2006,Tuesday,40,Oct,10,4,2006
20061004,04-10-2006,Wednesday,40,Oct,10,4,2006
20061005,05-10-2006,Thursday,40,Oct,10,4,2006
20061006,06-10-2006,Friday,40,Oct,10,4,2006
20061007,07-10-2006,Saturday,40,Oct,10,4,2006
20061008,08-10-2006,Sunday,41,Oct,10,4,2006
20061009,09-10-2006,Monday,41,Oct,10,4,2006
20061010,10-10-2006,Tuesday,41,Oct,10,4,2006
20061011,11-10-2006,Wednesday,41,Oct,10,4,2006
20061012,12-10-2006,Thursday,41,Oct,10,4,2006
20061013,13-10-2006,Friday,41,Oct,10,4,2006
20061014,14-10-2006,Saturday,41,Oct,10,4,2006
20061015,15-10-2006,Sunday,42,Oct,10,4,2006
20061016,16-10-2006,Monday,42,Oct,10,4,2006
20061017,17-10-2006,Tuesday,42,Oct,10,4,2006
20061018,18-10-2006,Wednesday,42,Oct,10,4,2006
20061019,19-10-2006,Thursday,42,Oct,10,4,2006
20061020,20-10-2006,Friday,42,Oct,10,4,2006
20061021,21-10-2006,Saturday,42,Oct,10,4,2006
20061022,22-10-2006,Sunday,43,Oct,10,4,2006
20061023,23-10-2006,Monday,43,Oct,10,4,2006
20061024,24-10-2006,Tuesday,43,Oct,10,4,2006
20061025,25-10-2006,Wednesday,43,Oct,10,4,2006
20061026,26-10-2006,Thursday,43,Oct,10,4,2006
20061027,27-10-2006,Friday,43,Oct,10,4,2006
20061028,28-10-2006,Saturday,43,Oct,10,4,2006
20061029,29-10-2006,Sunday,44,Oct,10,4,2006
20061030,30-10-2006,Monday,44,Oct,10,4,2006
20061031,31-10-2006,Tuesday,44,Oct,10,4,2006
20061101,01-11-2006,Wednesday,44,Nov,11,4,2006
20061102,02-11-2006,Thursday,44,Nov,11,4,2006
20061103,03-11-2006,Friday,44,Nov,11,4,2006
20061104,04-11-2006,Saturday,44,Nov,11,4,2006
20061105,05-11-2006,Sunday,45,Nov,11,4,2006
20061106,06-11-2006,Monday,45,Nov,11,4,2006
20061107,07-11-2006,Tuesday,45,Nov,11,4,2006
20061108,08-11-2006,Wednesday,45,Nov,11,4,2006
20061109,09-11-2006,Thursday,45,Nov,11,4,2006
20061110,10-11-2006,Friday,45,Nov,11,4,2006
20061111,11-11-2006,Saturday,45,Nov,11,4,2006
20061112,12-11-2006,Sunday,46,Nov,11,4,2006
20061113,13-11-2006,Monday,46,Nov,11,4,2006
20061114,14-11-2006,Tuesday,46,Nov,11,4,2006
20061115,15-11-2006,Wednesday,46,Nov,11,4,2006
20061116,16-11-2006,Thursday,46,Nov,11,4,2006
20061117,17-11-2006,Friday,46,Nov,11,4,2006
20061118,18-11-2006,Saturday,46,Nov,11,4,2006
20061119,19-11-2006,Sunday,47,Nov,11,4,2006
20061120,20-11-2006,Monday,47,Nov,11,4,2006
20061121,21-11-2006,Tuesday,47,Nov,11,4,2006
20061122,22-11-2006,Wednesday,47,Nov,11,4,2006
20061123,23-11-2006,Thursday,47,Nov,11,4,2006
20061124,24-11-2006,Friday,47,Nov,11,4,2006
20061125,25-11-2006,Saturday,47,Nov,11,4,2006
20061126,26-11-2006,Sunday,48,Nov,11,4,2006
20061127,27-11-2006,Monday,48,Nov,11,4,2006
20061128,28-11-2006,Tuesday,48,Nov,11,4,2006
20061129,29-11-2006,Wednesday,48,Nov,11,4,2006
20061130,30-11-2006,Thursday,48,Nov,11,4,2006
20061201,01-12-2006,Friday,48,Dec,12,4,2006
20061202,02-12-2006,Saturday,48,Dec,12,4,2006
20061203,03-12-2006,Sunday,49,Dec,12,4,2006
20061204,04-12-2006,Monday,49,Dec,12,4,2006
20061205,05-12-2006,Tuesday,49,Dec,12,4,2006
20061206,06-12-2006,Wednesday,49,Dec,12,4,2006
20061207,07-12-2006,Thursday,49,Dec,12,4,2006
20061208,08-12-2006,Friday,49,Dec,12,4,2006
20061209,09-12-2006,Saturday,49,Dec,12,4,2006
20061210,10-12-2006,Sunday,50,Dec,12,4,2006
20061211,11-12-2006,Monday,50,Dec,12,4,2006
20061212,12-12-2006,Tuesday,50,Dec,12,4,2006
20061213,13-12-2006,Wednesday,50,Dec,12,4,2006
20061214,14-12-2006,Thursday,50,Dec,12,4,2006
20061215,15-12-2006,Friday,50,Dec,12,4,2006
20061216,16-12-2006,Saturday,50,Dec,12,4,2006
20061217,17-12-2006,Sunday,51,Dec,12,4,2006
20061218,18-12-2006,Monday,51,Dec,12,4,2006
20061219,19-12-2006,Tuesday,51,Dec,12,4,2006
20061220,20-12-2006,Wednesday,51,Dec,12,4,2006
20061221,21-12-2006,Thursday,51,Dec,12,4,2006
20061222,22-12-2006,Friday,51,Dec,12,4,2006
20061223,23-12-2006,Saturday,51,Dec,12,4,2006
20061224,24-12-2006,Sunday,52,Dec,12,4,2006
20061225,25-12-2006,Monday,52,Dec,12,4,2006
20061226,26-12-2006,Tuesday,52,Dec,12,4,2006
20061227,27-12-2006,Wednesday,52,Dec,12,4,2006
20061228,28-12-2006,Thursday,52,Dec,12,4,2006
20061229,29-12-2006,Friday,52,Dec,12,4,2006
20061230,30-12-2006,Saturday,52,Dec,12,4,2006
20061231,31-12-2006,Sunday,53,Dec,12,4,2006
20070101,01-01-2007,Monday,1,Jan,1,1,2007
20070102,02-01-2007,Tuesday,1,Jan,1,1,2007
20070103,03-01-2007,Wednesday,1,Jan,1,1,2007
20070104,04-01-2007,Thursday,1,Jan,1,1,2007
20070105,05-01-2007,Friday,1,Jan,1,1,2007
20070106,06-01-2007,Saturday,1,Jan,1,1,2007
20070107,07-01-2007,Sunday,2,Jan,1,1,2007
20070108,08-01-2007,Monday,2,Jan,1,1,2007
20070109,09-01-2007,Tuesday,2,Jan,1,1,2007
20070110,10-01-2007,Wednesday,2,Jan,1,1,2007
20070111,11-01-2007,Thursday,2,Jan,1,1,2007
20070112,12-01-2007,Friday,2,Jan,1,1,2007
20070113,13-01-2007,Saturday,2,Jan,1,1,2007
20070114,14-01-2007,Sunday,3,Jan,1,1,2007
20070115,15-01-2007,Monday,3,Jan,1,1,2007
20070116,16-01-2007,Tuesday,3,Jan,1,1,2007
20070117,17-01-2007,Wednesday,3,Jan,1,1,2007
20070118,18-01-2007,Thursday,3,Jan,1,1,2007
20070119,19-01-2007,Friday,3,Jan,1,1,2007
20070120,20-01-2007,Saturday,3,Jan,1,1,2007
20070121,21-01-2007,Sunday,4,Jan,1,1,2007
20070122,22-01-2007,Monday,4,Jan,1,1,2007
20070123,23-01-2007,Tuesday,4,Jan,1,1,2007
20070124,24-01-2007,Wednesday,4,Jan,1,1,2007
20070125,25-01-2007,Thursday,4,Jan,1,1,2007
20070126,26-01-2007,Friday,4,Jan,1,1,2007
20070127,27-01-2007,Saturday,4,Jan,1,1,2007
20070128,28-01-2007,Sunday,5,Jan,1,1,2007
20070129,29-01-2007,Monday,5,Jan,1,1,2007
20070130,30-01-2007,Tuesday,5,Jan,1,1,2007
20070131,31-01-2007,Wednesday,5,Jan,1,1,2007
20070201,01-02-2007,Thursday,5,Feb,2,1,2007
20070202,02-02-2007,Friday,5,Feb,2,1,2007
20070203,03-02-2007,Saturday,5,Feb,2,1,2007
20070204,04-02-2007,Sunday,6,Feb,2,1,2007
20070205,05-02-2007,Monday,6,Feb,2,1,2007
20070206,06-02-2007,Tuesday,6,Feb,2,1,2007
20070207,07-02-2007,Wednesday,6,Feb,2,1,2007
20070208,08-02-2007,Thursday,6,Feb,2,1,2007
20070209,09-02-2007,Friday,6,Feb,2,1,2007
20070210,10-02-2007,Saturday,6,Feb,2,1,2007
20070211,11-02-2007,Sunday,7,Feb,2,1,2007
20070212,12-02-2007,Monday,7,Feb,2,1,2007
20070213,13-02-2007,Tuesday,7,Feb,2,1,2007
20070214,14-02-2007,Wednesday,7,Feb,2,1,2007
20070215,15-02-2007,Thursday,7,Feb,2,1,2007
20070216,16-02-2007,Friday,7,Feb,2,1,2007
20070217,17-02-2007,Saturday,7,Feb,2,1,2007
20070218,18-02-2007,Sunday,8,Feb,2,1,2007
20070219,19-02-2007,Monday,8,Feb,2,1,2007
20070220,20-02-2007,Tuesday,8,Feb,2,1,2007
20070221,21-02-2007,Wednesday,8,Feb,2,1,2007
20070222,22-02-2007,Thursday,8,Feb,2,1,2007
20070223,23-02-2007,Friday,8,Feb,2,1,2007
20070224,24-02-2007,Saturday,8,Feb,2,1,2007
20070225,25-02-2007,Sunday,9,Feb,2,1,2007
20070226,26-02-2007,Monday,9,Feb,2,1,2007
20070227,27-02-2007,Tuesday,9,Feb,2,1,2007
20070228,28-02-2007,Wednesday,9,Feb,2,1,2007
20070301,01-03-2007,Thursday,9,Mar,3,1,2007
20070302,02-03-2007,Friday,9,Mar,3,1,2007
20070303,03-03-2007,Saturday,9,Mar,3,1,2007
20070304,04-03-2007,Sunday,10,Mar,3,1,2007
20070305,05-03-2007,Monday,10,Mar,3,1,2007
20070306,06-03-2007,Tuesday,10,Mar,3,1,2007
20070307,07-03-2007,Wednesday,10,Mar,3,1,2007
20070308,08-03-2007,Thursday,10,Mar,3,1,2007
20070309,09-03-2007,Friday,10,Mar,3,1,2007
20070310,10-03-2007,Saturday,10,Mar,3,1,2007
20070311,11-03-2007,Sunday,11,Mar,3,1,2007
20070312,12-03-2007,Monday,11,Mar,3,1,2007
20070313,13-03-2007,Tuesday,11,Mar,3,1,2007
20070314,14-03-2007,Wednesday,11,Mar,3,1,2007
20070315,15-03-2007,Thursday,11,Mar,3,1,2007
20070316,16-03-2007,Friday,11,Mar,3,1,2007
20070317,17-03-2007,Saturday,11,Mar,3,1,2007
20070318,18-03-2007,Sunday,12,Mar,3,1,2007
20070319,19-03-2007,Monday,12,Mar,3,1,2007
20070320,20-03-2007,Tuesday,12,Mar,3,1,2007
20070321,21-03-2007,Wednesday,12,Mar,3,1,2007
20070322,22-03-2007,Thursday,12,Mar,3,1,2007
20070323,23-03-2007,Friday,12,Mar,3,1,2007
20070324,24-03-2007,Saturday,12,Mar,3,1,2007
20070325,25-03-2007,Sunday,13,Mar,3,1,2007
20070326,26-03-2007,Monday,13,Mar,3,1,2007
20070327,27-03-2007,Tuesday,13,Mar,3,1,2007
20070328,28-03-2007,Wednesday,13,Mar,3,1,2007
20070329,29-03-2007,Thursday,13,Mar,3,1,2007
20070330,30-03-2007,Friday,13,Mar,3,1,2007
20070331,31-03-2007,Saturday,13,Mar,3,1,2007
20070401,01-04-2007,Sunday,14,Apr,4,2,2007
20070402,02-04-2007,Monday,14,Apr,4,2,2007
20070403,03-04-2007,Tuesday,14,Apr,4,2,2007
20070404,04-04-2007,Wednesday,14,Apr,4,2,2007
20070405,05-04-2007,Thursday,14,Apr,4,2,2007
20070406,06-04-2007,Friday,14,Apr,4,2,2007
20070407,07-04-2007,Saturday,14,Apr,4,2,2007
20070408,08-04-2007,Sunday,15,Apr,4,2,2007
20070409,09-04-2007,Monday,15,Apr,4,2,2007
20070410,10-04-2007,Tuesday,15,Apr,4,2,2007
20070411,11-04-2007,Wednesday,15,Apr,4,2,2007
20070412,12-04-2007,Thursday,15,Apr,4,2,2007
20070413,13-04-2007,Friday,15,Apr,4,2,2007
20070414,14-04-2007,Saturday,15,Apr,4,2,2007
20070415,15-04-2007,Sunday,16,Apr,4,2,2007
20070416,16-04-2007,Monday,16,Apr,4,2,2007
20070417,17-04-2007,Tuesday,16,Apr,4,2,2007
20070418,18-04-2007,Wednesday,16,Apr,4,2,2007
20070419,19-04-2007,Thursday,16,Apr,4,2,2007
20070420,20-04-2007,Friday,16,Apr,4,2,2007
20070421,21-04-2007,Saturday,16,Apr,4,2,2007
20070422,22-04-2007,Sunday,17,Apr,4,2,2007
20070423,23-04-2007,Monday,17,Apr,4,2,2007
20070424,24-04-2007,Tuesday,17,Apr,4,2,2007
20070425,25-04-2007,Wednesday,17,Apr,4,2,2007
20070426,26-04-2007,Thursday,17,Apr,4,2,2007
20070427,27-04-2007,Friday,17,Apr,4,2,2007
20070428,28-04-2007,Saturday,17,Apr,4,2,2007
20070429,29-04-2007,Sunday,18,Apr,4,2,2007
20070430,30-04-2007,Monday,18,Apr,4,2,2007
20070501,01-05-2007,Tuesday,18,May,5,2,2007
20070502,02-05-2007,Wednesday,18,May,5,2,2007
20070503,03-05-2007,Thursday,18,May,5,2,2007
20070504,04-05-2007,Friday,18,May,5,2,2007
20070505,05-05-2007,Saturday,18,May,5,2,2007
20070506,06-05-2007,Sunday,19,May,5,2,2007
20070507,07-05-2007,Monday,19,May,5,2,2007
20070508,08-05-2007,Tuesday,19,May,5,2,2007
20070509,09-05-2007,Wednesday,19,May,5,2,2007
20070510,10-05-2007,Thursday,19,May,5,2,2007
20070511,11-05-2007,Friday,19,May,5,2,2007
20070512,12-05-2007,Saturday,19,May,5,2,2007
20070513,13-05-2007,Sunday,20,May,5,2,2007
20070514,14-05-2007,Monday,20,May,5,2,2007
20070515,15-05-2007,Tuesday,20,May,5,2,2007
20070516,16-05-2007,Wednesday,20,May,5,2,2007
20070517,17-05-2007,Thursday,20,May,5,2,2007
20070518,18-05-2007,Friday,20,May,5,2,2007
20070519,19-05-2007,Saturday,20,May,5,2,2007
20070520,20-05-2007,Sunday,21,May,5,2,2007
20070521,21-05-2007,Monday,21,May,5,2,2007
20070522,22-05-2007,Tuesday,21,May,5,2,2007
20070523,23-05-2007,Wednesday,21,May,5,2,2007
20070524,24-05-2007,Thursday,21,May,5,2,2007
20070525,25-05-2007,Friday,21,May,5,2,2007
20070526,26-05-2007,Saturday,21,May,5,2,2007
20070527,27-05-2007,Sunday,22,May,5,2,2007
20070528,28-05-2007,Monday,22,May,5,2,2007
20070529,29-05-2007,Tuesday,22,May,5,2,2007
20070530,30-05-2007,Wednesday,22,May,5,2,2007
20070531,31-05-2007,Thursday,22,May,5,2,2007
20070601,01-06-2007,Friday,22,Jun,6,2,2007
20070602,02-06-2007,Saturday,22,Jun,6,2,2007
20070603,03-06-2007,Sunday,23,Jun,6,2,2007
20070604,04-06-2007,Monday,23,Jun,6,2,2007
20070605,05-06-2007,Tuesday,23,Jun,6,2,2007
20070606,06-06-2007,Wednesday,23,Jun,6,2,2007
20070607,07-06-2007,Thursday,23,Jun,6,2,2007
20070608,08-06-2007,Friday,23,Jun,6,2,2007
20070609,09-06-2007,Saturday,23,Jun,6,2,2007
20070610,10-06-2007,Sunday,24,Jun,6,2,2007
20070611,11-06-2007,Monday,24,Jun,6,2,2007
20070612,12-06-2007,Tuesday,24,Jun,6,2,2007
20070613,13-06-2007,Wednesday,24,Jun,6,2,2007
20070614,14-06-2007,Thursday,24,Jun,6,2,2007
20070615,15-06-2007,Friday,24,Jun,6,2,2007
20070616,16-06-2007,Saturday,24,Jun,6,2,2007
20070617,17-06-2007,Sunday,25,Jun,6,2,2007
20070618,18-06-2007,Monday,25,Jun,6,2,2007
20070619,19-06-2007,Tuesday,25,Jun,6,2,2007
20070620,20-06-2007,Wednesday,25,Jun,6,2,2007
20070621,21-06-2007,Thursday,25,Jun,6,2,2007
20070622,22-06-2007,Friday,25,Jun,6,2,2007
20070623,23-06-2007,Saturday,25,Jun,6,2,2007
20070624,24-06-2007,Sunday,26,Jun,6,2,2007
20070625,25-06-2007,Monday,26,Jun,6,2,2007
20070626,26-06-2007,Tuesday,26,Jun,6,2,2007
20070627,27-06-2007,Wednesday,26,Jun,6,2,2007
20070628,28-06-2007,Thursday,26,Jun,6,2,2007
20070629,29-06-2007,Friday,26,Jun,6,2,2007
20070630,30-06-2007,Saturday,26,Jun,6,2,2007
20070701,01-07-2007,Sunday,27,Jul,7,3,2007
20070702,02-07-2007,Monday,27,Jul,7,3,2007
20070703,03-07-2007,Tuesday,27,Jul,7,3,2007
20070704,04-07-2007,Wednesday,27,Jul,7,3,2007
20070705,05-07-2007,Thursday,27,Jul,7,3,2007
20070706,06-07-2007,Friday,27,Jul,7,3,2007
20070707,07-07-2007,Saturday,27,Jul,7,3,2007
20070708,08-07-2007,Sunday,28,Jul,7,3,2007
20070709,09-07-2007,Monday,28,Jul,7,3,2007
20070710,10-07-2007,Tuesday,28,Jul,7,3,2007
20070711,11-07-2007,Wednesday,28,Jul,7,3,2007
20070712,12-07-2007,Thursday,28,Jul,7,3,2007
20070713,13-07-2007,Friday,28,Jul,7,3,2007
20070714,14-07-2007,Saturday,28,Jul,7,3,2007
20070715,15-07-2007,Sunday,29,Jul,7,3,2007
20070716,16-07-2007,Monday,29,Jul,7,3,2007
20070717,17-07-2007,Tuesday,29,Jul,7,3,2007
20070718,18-07-2007,Wednesday,29,Jul,7,3,2007
20070719,19-07-2007,Thursday,29,Jul,7,3,2007
20070720,20-07-2007,Friday,29,Jul,7,3,2007
20070721,21-07-2007,Saturday,29,Jul,7,3,2007
20070722,22-07-2007,Sunday,30,Jul,7,3,2007
20070723,23-07-2007,Monday,30,Jul,7,3,2007
20070724,24-07-2007,Tuesday,30,Jul,7,3,2007
20070725,25-07-2007,Wednesday,30,Jul,7,3,2007
20070726,26-07-2007,Thursday,30,Jul,7,3,2007
20070727,27-07-2007,Friday,30,Jul,7,3,2007
20070728,28-07-2007,Saturday,30,Jul,7,3,2007
20070729,29-07-2007,Sunday,31,Jul,7,3,2007
20070730,30-07-2007,Monday,31,Jul,7,3,2007
20070731,31-07-2007,Tuesday,31,Jul,7,3,2007
20070801,01-08-2007,Wednesday,31,Aug,8,3,2007
20070802,02-08-2007,Thursday,31,Aug,8,3,2007
20070803,03-08-2007,Friday,31,Aug,8,3,2007
20070804,04-08-2007,Saturday,31,Aug,8,3,2007
20070805,05-08-2007,Sunday,32,Aug,8,3,2007
20070806,06-08-2007,Monday,32,Aug,8,3,2007
20070807,07-08-2007,Tuesday,32,Aug,8,3,2007
20070808,08-08-2007,Wednesday,32,Aug,8,3,2007
20070809,09-08-2007,Thursday,32,Aug,8,3,2007
20070810,10-08-2007,Friday,32,Aug,8,3,2007
20070811,11-08-2007,Saturday,32,Aug,8,3,2007
20070812,12-08-2007,Sunday,33,Aug,8,3,2007
20070813,13-08-2007,Monday,33,Aug,8,3,2007
20070814,14-08-2007,Tuesday,33,Aug,8,3,2007
20070815,15-08-2007,Wednesday,33,Aug,8,3,2007
20070816,16-08-2007,Thursday,33,Aug,8,3,2007
20070817,17-08-2007,Friday,33,Aug,8,3,2007
20070818,18-08-2007,Saturday,33,Aug,8,3,2007
20070819,19-08-2007,Sunday,34,Aug,8,3,2007
20070820,20-08-2007,Monday,34,Aug,8,3,2007
20070821,21-08-2007,Tuesday,34,Aug,8,3,2007
20070822,22-08-2007,Wednesday,34,Aug,8,3,2007
20070823,23-08-2007,Thursday,34,Aug,8,3,2007
