Date_Key,Date,Day,Week_No,Month,Month_No,Quarter,Year
20070824,24-08-2007,Friday,34,Aug,8,3,2007
20070825,25-08-2007,Saturday,34,Aug,8,3,2007
20070826,26-08-2007,Sunday,35,Aug,8,3,2007
20070827,27-08-2007,Monday,35,Aug,8,3,2007
20070828,28-08-2007,Tuesday,35,Aug,8,3,2007
20070829,29-08-2007,Wednesday,35,Aug,8,3,2007
20070830,30-08-2007,Thursday,35,Aug,8,3,2007
20070831,31-08-2007,Friday,35,Aug,8,3,2007
20070901,01-09-2007,Saturday,35,Sep,9,3,2007
20070902,02-09-2007,Sunday,36,Sep,9,3,2007
20070903,03-09-2007,Monday,36,Sep,9,3,2007
20070904,04-09-2007,Tuesday,36,Sep,9,3,2007
20070905,05-09-2007,Wednesday,36,Sep,9,3,2007
20070906,06-09-2007,Thursday,36,Sep,9,3,2007
20070907,07-09-2007,Friday,36,Sep,9,3,2007
20070908,08-09-2007,Saturday,36,Sep,9,3,2007
20070909,09-09-2007,Sunday,37,Sep,9,3,2007
20070910,10-09-2007,Monday,37,Sep,9,3,2007
20070911,11-09-2007,Tuesday,37,Sep,9,3,2007
20070912,12-09-2007,Wednesday,37,Sep,9,3,2007
20070913,13-09-2007,Thursday,37,Sep,9,3,2007
20070914,14-09-2007,Friday,37,Sep,9,3,2007
20070915,15-09-2007,Saturday,37,Sep,9,3,2007
20070916,16-09-2007,Sunday,38,Sep,9,3,2007
20070917,17-09-2007,Monday,38,Sep,9,3,2007
20070918,18-09-2007,Tuesday,38,Sep,9,3,2007
20070919,19-09-2007,Wednesday,38,Sep,9,3,2007
20070920,20-09-2007,Thursday,38,Sep,9,3,2007
20070921,21-09-2007,Friday,38,Sep,9,3,2007
20070922,22-09-2007,Saturday,38,Sep,9,3,2007
20070923,23-09-2007,Sunday,39,Sep,9,3,2007
20070924,24-09-2007,Monday,39,Sep,9,3,2007
20070925,25-09-2007,Tuesday,39,Sep,9,3,2007
20070926,26-09-2007,Wednesday,39,Sep,9,3,2007
20070927,27-09-2007,Thursday,39,Sep,9,3,2007
20070928,28-09-2007,Friday,39,Sep,9,3,2007
20070929,29-09-2007,Saturday,39,Sep,9,3,2007
20070930,30-09-2007,Sunday,40,Sep,9,3,2007
20071001,01-10-2007,Monday,40,Oct,10,4,2007
20071002,02-10-2007,Tuesday,40,Oct,10,4,2007
20071003,03-10-2007,Wednesday,40,Oct,10,4,2007
20071004,04-10-2007,Thursday,40,Oct,10,4,2007
20071005,05-10-2007,Friday,40,Oct,10,4,2007
20071006,06-10-2007,Saturday,40,Oct,10,4,2007
20071007,07-10-2007,Sunday,41,Oct,10,4,2007
20071008,08-10-2007,Monday,41,Oct,10,4,2007
20071009,09-10-2007,Tuesday,41,Oct,10,4,2007
20071010,10-10-2007,Wednesday,41,Oct,10,4,2007
20071011,11-10-2007,Thursday,41,Oct,10,4,2007
20071012,12-10-2007,Friday,41,Oct,10,4,2007
20071013,13-10-2007,Saturday,41,Oct,10,4,2007
20071014,14-10-2007,Sunday,42,Oct,10,4,2007
20071015,15-10-2007,Monday,42,Oct,10,4,2007
20071016,16-10-2007,Tuesday,42,Oct,10,4,2007
20071017,17-10-2007,Wednesday,42,Oct,10,4,2007
20071018,18-10-2007,Thursday,42,Oct,10,4,2007
20071019,19-10-2007,Friday,42,Oct,10,4,2007
20071020,20-10-2007,Saturday,42,Oct,10,4,2007
20071021,21-10-2007,Sunday,43,Oct,10,4,2007
20071022,22-10-2007,Monday,43,Oct,10,4,2007
20071023,23-10-2007,Tuesday,43,Oct,10,4,2007
20071024,24-10-2007,Wednesday,43,Oct,10,4,2007
20071025,25-10-2007,Thursday,43,Oct,10,4,2007
20071026,26-10-2007,Friday,43,Oct,10,4,2007
20071027,27-10-2007,Saturday,43,Oct,10,4,2007
20071028,28-10-2007,Sunday,44,Oct,10,4,2007
20071029,29-10-2007,Monday,44,Oct,10,4,2007
20071030,30-10-2007,Tuesday,44,Oct,10,4,2007
20071031,31-10-2007,Wednesday,44,Oct,10,4,2007
20071101,01-11-2007,Thursday,44,Nov,11,4,2007
20071102,02-11-2007,Friday,44,Nov,11,4,2007
20071103,03-11-2007,Saturday,44,Nov,11,4,2007
20071104,04-11-2007,Sunday,45,Nov,11,4,2007
20071105,05-11-2007,Monday,45,Nov,11,4,2007
20071106,06-11-2007,Tuesday,45,Nov,11,4,2007
20071107,07-11-2007,Wednesday,45,Nov,11,4,2007
20071108,08-11-2007,Thursday,45,Nov,11,4,2007
20071109,09-11-2007,Friday,45,Nov,11,4,2007
20071110,10-11-2007,Saturday,45,Nov,11,4,2007
20071111,11-11-2007,Sunday,46,Nov,11,4,2007
20071112,12-11-2007,Monday,46,Nov,11,4,2007
20071113,13-11-2007,Tuesday,46,Nov,11,4,2007
20071114,14-11-2007,Wednesday,46,Nov,11,4,2007
20071115,15-11-2007,Thursday,46,Nov,11,4,2007
20071116,16-11-2007,Friday,46,Nov,11,4,2007
20071117,17-11-2007,Saturday,46,Nov,11,4,2007
20071118,18-11-2007,Sunday,47,Nov,11,4,2007
20071119,19-11-2007,Monday,47,Nov,11,4,2007
20071120,20-11-2007,Tuesday,47,Nov,11,4,2007
20071121,21-11-2007,Wednesday,47,Nov,11,4,2007
20071122,22-11-2007,Thursday,47,Nov,11,4,2007
20071123,23-11-2007,Friday,47,Nov,11,4,2007
20071124,24-11-2007,Saturday,47,Nov,11,4,2007
20071125,25-11-2007,Sunday,48,Nov,11,4,2007
20071126,26-11-2007,Monday,48,Nov,11,4,2007
20071127,27-11-2007,Tuesday,48,Nov,11,4,2007
20071128,28-11-2007,Wednesday,48,Nov,11,4,2007
20071129,29-11-2007,Thursday,48,Nov,11,4,2007
20071130,30-11-2007,Friday,48,Nov,11,4,2007
20071201,01-12-2007,Saturday,48,Dec,12,4,2007
20071202,02-12-2007,Sunday,49,Dec,12,4,2007
20071203,03-12-2007,Monday,49,Dec,12,4,2007
20071204,04-12-2007,Tuesday,49,Dec,12,4,2007
20071205,05-12-2007,Wednesday,49,Dec,12,4,2007
20071206,06-12-2007,Thursday,49,Dec,12,4,2007
20071207,07-12-2007,Friday,49,Dec,12,4,2007
20071208,08-12-2007,Saturday,49,Dec,12,4,2007
20071209,09-12-2007,Sunday,50,Dec,12,4,2007
20071210,10-12-2007,Monday,50,Dec,12,4,2007
20071211,11-12-2007,Tuesday,50,Dec,12,4,2007
20071212,12-12-2007,Wednesday,50,Dec,12,4,2007
20071213,13-12-2007,Thursday,50,Dec,12,4,2007
20071214,14-12-2007,Friday,50,Dec,12,4,2007
20071215,15-12-2007,Saturday,50,Dec,12,4,2007
20071216,16-12-2007,Sunday,51,Dec,12,4,2007
20071217,17-12-2007,Monday,51,Dec,12,4,2007
20071218,18-12-2007,Tuesday,51,Dec,12,4,2007
20071219,19-12-2007,Wednesday,51,Dec,12,4,2007
20071220,20-12-2007,Thursday,51,Dec,12,4,2007
20071221,21-12-2007,Friday,51,Dec,12,4,2007
20071222,22-12-2007,Saturday,51,Dec,12,4,2007
20071223,23-12-2007,Sunday,52,Dec,12,4,2007
20071224,24-12-2007,Monday,52,Dec,12,4,2007
20071225,25-12-2007,Tuesday,52,Dec,12,4,2007
20071226,26-12-2007,Wednesday,52,Dec,12,4,2007
20071227,27-12-2007,Thursday,52,Dec,12,4,2007
20071228,28-12-2007,Friday,52,Dec,12,4,2007
20071229,29-12-2007,Saturday,52,Dec,12,4,2007
20071230,30-12-2007,Sunday,53,Dec,12,4,2007
20071231,31-12-2007,Monday,53,Dec,12,4,2007
20080101,01-01-2008,Tuesday,1,Jan,1,1,2008
20080102,02-01-2008,Wednesday,1,Jan,1,1,2008
20080103,03-01-2008,Thursday,1,Jan,1,1,2008
20080104,04-01-2008,Friday,1,Jan,1,1,2008
20080105,05-01-2008,Saturday,1,Jan,1,1,2008
20080106,06-01-2008,Sunday,2,Jan,1,1,2008
20080107,07-01-2008,Monday,2,Jan,1,1,2008
20080108,08-01-2008,Tuesday,2,Jan,1,1,2008
20080109,09-01-2008,Wednesday,2,Jan,1,1,2008
20080110,10-01-2008,Thursday,2,Jan,1,1,2008
20080111,11-01-2008,Friday,2,Jan,1,1,2008
20080112,12-01-2008,Saturday,2,Jan,1,1,2008
20080113,13-01-2008,Sunday,3,Jan,1,1,2008
20080114,14-01-2008,Monday,3,Jan,1,1,2008
20080115,15-01-2008,Tuesday,3,Jan,1,1,2008
20080116,16-01-2008,Wednesday,3,Jan,1,1,2008
20080117,17-01-2008,Thursday,3,Jan,1,1,2008
20080118,18-01-2008,Friday,3,Jan,1,1,2008
20080119,19-01-2008,Saturday,3,Jan,1,1,2008
20080120,20-01-2008,Sunday,4,Jan,1,1,2008
20080121,21-01-2008,Monday,4,Jan,1,1,2008
20080122,22-01-2008,Tuesday,4,Jan,1,1,2008
20080123,23-01-2008,Wednesday,4,Jan,1,1,2008
20080124,24-01-2008,Thursday,4,Jan,1,1,2008
20080125,25-01-2008,Friday,4,Jan,1,1,2008
20080126,26-01-2008,Saturday,4,Jan,1,1,2008
20080127,27-01-2008,Sunday,5,Jan,1,1,2008
20080128,28-01-2008,Monday,5,Jan,1,1,2008
20080129,29-01-2008,Tuesday,5,Jan,1,1,2008
20080130,30-01-2008,Wednesday,5,Jan,1,1,2008
20080131,31-01-2008,Thursday,5,Jan,1,1,2008
20080201,01-02-2008,Friday,5,Feb,2,1,2008
20080202,02-02-2008,Saturday,5,Feb,2,1,2008
20080203,03-02-2008,Sunday,6,Feb,2,1,2008
20080204,04-02-2008,Monday,6,Feb,2,1,2008
20080205,05-02-2008,Tuesday,6,Feb,2,1,2008
20080206,06-02-2008,Wednesday,6,Feb,2,1,2008
20080207,07-02-2008,Thursday,6,Feb,2,1,2008
20080208,08-02-2008,Friday,6,Feb,2,1,2008
20080209,09-02-2008,Saturday,6,Feb,2,1,2008
20080210,10-02-2008,Sunday,7,Feb,2,1,2008
20080211,11-02-2008,Monday,7,Feb,2,1,2008
20080212,12-02-2008,Tuesday,7,Feb,2,1,2008
20080213,13-02-2008,Wednesday,7,Feb,2,1,2008
20080214,14-02-2008,Thursday,7,Feb,2,1,2008
20080215,15-02-2008,Friday,7,Feb,2,1,2008
20080216,16-02-2008,Saturday,7,Feb,2,1,2008
20080217,17-02-2008,Sunday,8,Feb,2,1,2008
20080218,18-02-2008,Monday,8,Feb,2,1,2008
20080219,19-02-2008,Tuesday,8,Feb,2,1,2008
20080220,20-02-2008,Wednesday,8,Feb,2,1,2008
20080221,21-02-2008,Thursday,8,Feb,2,1,2008
20080222,22-02-2008,Friday,8,Feb,2,1,2008
20080223,23-02-2008,Saturday,8,Feb,2,1,2008
20080224,24-02-2008,Sunday,9,Feb,2,1,2008
20080225,25-02-2008,Monday,9,Feb,2,1,2008
20080226,26-02-2008,Tuesday,9,Feb,2,1,2008
20080227,27-02-2008,Wednesday,9,Feb,2,1,2008
20080228,28-02-2008,Thursday,9,Feb,2,1,2008
20080229,29-02-2008,Friday,9,Feb,2,1,2008
20080301,01-03-2008,Saturday,9,Mar,3,1,2008
20080302,02-03-2008,Sunday,10,Mar,3,1,2008
20080303,03-03-2008,Monday,10,Mar,3,1,2008
20080304,04-03-2008,Tuesday,10,Mar,3,1,2008
20080305,05-03-2008,Wednesday,10,Mar,3,1,2008
20080306,06-03-2008,Thursday,10,Mar,3,1,2008
20080307,07-03-2008,Friday,10,Mar,3,1,2008
20080308,08-03-2008,Saturday,10,Mar,3,1,2008
20080309,09-03-2008,Sunday,11,Mar,3,1,2008
20080310,10-03-2008,Monday,11,Mar,3,1,2008
20080311,11-03-2008,Tuesday,11,Mar,3,1,2008
20080312,12-03-2008,Wednesday,11,Mar,3,1,2008
20080313,13-03-2008,Thursday,11,Mar,3,1,2008
20080314,14-03-2008,Friday,11,Mar,3,1,2008
20080315,15-03-2008,Saturday,11,Mar,3,1,2008
20080316,16-03-2008,Sunday,12,Mar,3,1,2008
20080317,17-03-2008,Monday,12,Mar,3,1,2008
20080318,18-03-2008,Tuesday,12,Mar,3,1,2008
20080319,19-03-2008,Wednesday,12,Mar,3,1,2008
20080320,20-03-2008,Thursday,12,Mar,3,1,2008
20080321,21-03-2008,Friday,12,Mar,3,1,2008
20080322,22-03-2008,Saturday,12,Mar,3,1,2008
20080323,23-03-2008,Sunday,13,Mar,3,1,2008
20080324,24-03-2008,Monday,13,Mar,3,1,2008
20080325,25-03-2008,Tuesday,13,Mar,3,1,2008
20080326,26-03-2008,Wednesday,13,Mar,3,1,2008
20080327,27-03-2008,Thursday,13,Mar,3,1,2008
20080328,28-03-2008,Friday,13,Mar,3,1,2008
20080329,29-03-2008,Saturday,13,Mar,3,1,2008
20080330,30-03-2008,Sunday,14,Mar,3,1,2008
20080331,31-03-2008,Monday,14,Mar,3,1,2008
20080401,01-04-2008,Tuesday,14,Apr,4,2,2008
20080402,02-04-2008,Wednesday,14,Apr,4,2,2008
20080403,03-04-2008,Thursday,14,Apr,4,2,2008
20080404,04-04-2008,Friday,14,Apr,4,2,2008
20080405,05-04-2008,Saturday,14,Apr,4,2,2008
20080406,06-04-2008,Sunday,15,Apr,4,2,2008
20080407,07-04-2008,Monday,15,Apr,4,2,2008
20080408,08-04-2008,Tuesday,15,Apr,4,2,2008
20080409,09-04-2008,Wednesday,15,Apr,4,2,2008
20080410,10-04-2008,Thursday,15,Apr,4,2,2008
20080411,11-04-2008,Friday,15,Apr,4,2,2008
20080412,12-04-2008,Saturday,15,Apr,4,2,2008
20080413,13-04-2008,Sunday,16,Apr,4,2,2008
20080414,14-04-2008,Monday,16,Apr,4,2,2008
20080415,15-04-2008,Tuesday,16,Apr,4,2,2008
20080416,16-04-2008,Wednesday,16,Apr,4,2,2008
20080417,17-04-2008,Thursday,16,Apr,4,2,2008
20080418,18-04-2008,Friday,16,Apr,4,2,2008
20080419,19-04-2008,Saturday,16,Apr,4,2,2008
20080420,20-04-2008,Sunday,17,Apr,4,2,2008
20080421,21-04-2008,Monday,17,Apr,4,2,2008
20080422,22-04-2008,Tuesday,17,Apr,4,2,2008
20080423,23-04-2008,Wednesday,17,Apr,4,2,2008
20080424,24-04-2008,Thursday,17,Apr,4,2,2008
20080425,25-04-2008,Friday,17,Apr,4,2,2008
20080426,26-04-2008,Saturday,17,Apr,4,2,2008
20080427,27-04-2008,Sunday,18,Apr,4,2,2008
20080428,28-04-2008,Monday,18,Apr,4,2,2008
20080429,29-04-2008,Tuesday,18,Apr,4,2,2008
20080430,30-04-2008,Wednesday,18,Apr,4,2,2008
20080501,01-05-2008,Thursday,18,May,5,2,2008
20080502,02-05-2008,Friday,18,May,5,2,2008
20080503,03-05-2008,Saturday,18,May,5,2,2008
20080504,04-05-2008,Sunday,19,May,5,2,2008
20080505,05-05-2008,Monday,19,May,5,2,2008
20080506,06-05-2008,Tuesday,19,May,5,2,2008
20080507,07-05-2008,Wednesday,19,May,5,2,2008
20080508,08-05-2008,Thursday,19,May,5,2,2008
20080509,09-05-2008,Friday,19,May,5,2,2008
20080510,10-05-2008,Saturday,19,May,5,2,2008
20080511,11-05-2008,Sunday,20,May,5,2,2008
20080512,12-05-2008,Monday,20,May,5,2,2008
20080513,13-05-2008,Tuesday,20,May,5,2,2008
20080514,14-05-2008,Wednesday,20,May,5,2,2008
20080515,15-05-2008,Thursday,20,May,5,2,2008
20080516,16-05-2008,Friday,20,May,5,2,2008
20080517,17-05-2008,Saturday,20,May,5,2,2008
20080518,18-05-2008,Sunday,21,May,5,2,2008
20080519,19-05-2008,Monday,21,May,5,2,2008
20080520,20-05-2008,Tuesday,21,May,5,2,2008
20080521,21-05-2008,Wednesday,21,May,5,2,2008
20080522,22-05-2008,Thursday,21,May,5,2,2008
20080523,23-05-2008,Friday,21,May,5,2,2008
20080524,24-05-2008,Saturday,21,May,5,2,2008
20080525,25-05-2008,Sunday,22,May,5,2,2008
20080526,26-05-2008,Monday,22,May,5,2,2008
20080527,27-05-2008,Tuesday,22,May,5,2,2008
20080528,28-05-2008,Wednesday,22,May,5,2,2008
20080529,29-05-2008,Thursday,22,May,5,2,2008
20080530,30-05-2008,Friday,22,May,5,2,2008
20080531,31-05-2008,Saturday,22,May,5,2,2008
20080601,01-06-2008,Sunday,23,Jun,6,2,2008
20080602,02-06-2008,Monday,23,Jun,6,2,2008
20080603,03-06-2008,Tuesday,23,Jun,6,2,2008
20080604,04-06-2008,Wednesday,23,Jun,6,2,2008
20080605,05-06-2008,Thursday,23,Jun,6,2,2008
20080606,06-06-2008,Friday,23,Jun,6,2,2008
20080607,07-06-2008,Saturday,23,Jun,6,2,2008
20080608,08-06-2008,Sunday,24,Jun,6,2,2008
20080609,09-06-2008,Monday,24,Jun,6,2,2008
20080610,10-06-2008,Tuesday,24,Jun,6,2,2008
20080611,11-06-2008,Wednesday,24,Jun,6,2,2008
20080612,12-06-2008,Thursday,24,Jun,6,2,2008
20080613,13-06-2008,Friday,24,Jun,6,2,2008
20080614,14-06-2008,Saturday,24,Jun,6,2,2008
20080615,15-06-2008,Sunday,25,Jun,6,2,2008
20080616,16-06-2008,Monday,25,Jun,6,2,2008
20080617,17-06-2008,Tuesday,25,Jun,6,2,2008
20080618,18-06-2008,Wednesday,25,Jun,6,2,2008
20080619,19-06-2008,Thursday,25,Jun,6,2,2008
20080620,20-06-2008,Friday,25,Jun,6,2,2008
20080621,21-06-2008,Saturday,25,Jun,6,2,2008
20080622,22-06-2008,Sunday,26,Jun,6,2,2008
20080623,23-06-2008,Monday,26,Jun,6,2,2008
20080624,24-06-2008,Tuesday,26,Jun,6,2,2008
20080625,25-06-2008,Wednesday,26,Jun,6,2,2008
20080626,26-06-2008,Thursday,26,Jun,6,2,2008
20080627,27-06-2008,Friday,26,Jun,6,2,2008
20080628,28-06-2008,Saturday,26,Jun,6,2,2008
20080629,29-06-2008,Sunday,27,Jun,6,2,2008
20080630,30-06-2008,Monday,27,Jun,6,2,2008
20080701,01-07-2008,Tuesday,27,Jul,7,3,2008
20080702,02-07-2008,Wednesday,27,Jul,7,3,2008
20080703,03-07-2008,Thursday,27,Jul,7,3,2008
20080704,04-07-2008,Friday,27,Jul,7,3,2008
20080705,05-07-2008,Saturday,27,Jul,7,3,2008
20080706,06-07-2008,Sunday,28,Jul,7,3,2008
20080707,07-07-2008,Monday,28,Jul,7,3,2008
20080708,08-07-2008,Tuesday,28,Jul,7,3,2008
20080709,09-07-2008,Wednesday,28,Jul,7,3,2008
20080710,10-07-2008,Thursday,28,Jul,7,3,2008
20080711,11-07-2008,Friday,28,Jul,7,3,2008
20080712,12-07-2008,Saturday,28,Jul,7,3,2008
20080713,13-07-2008,Sunday,29,Jul,7,3,2008
20080714,14-07-2008,Monday,29,Jul,7,3,2008
20080715,15-07-2008,Tuesday,29,Jul,7,3,2008
20080716,16-07-2008,Wednesday,29,Jul,7,3,2008
20080717,17-07-2008,Thursday,29,Jul,7,3,2008
20080718,18-07-2008,Friday,29,Jul,7,3,2008
20080719,19-07-2008,Saturday,29,Jul,7,3,2008
20080720,20-07-2008,Sunday,30,Jul,7,3,2008
20080721,21-07-2008,Monday,30,Jul,7,3,2008
20080722,22-07-2008,Tuesday,30,Jul,7,3,2008
20080723,23-07-2008,Wednesday,30,Jul,7,3,2008
20080724,24-07-2008,Thursday,30,Jul,7,3,2008
20080725,25-07-2008,Friday,30,Jul,7,3,2008
20080726,26-07-2008,Saturday,30,Jul,7,3,2008
20080727,27-07-2008,Sunday,31,Jul,7,3,2008
20080728,28-07-2008,Monday,31,Jul,7,3,2008
20080729,29-07-2008,Tuesday,31,Jul,7,3,2008
20080730,30-07-2008,Wednesday,31,Jul,7,3,2008
20080731,31-07-2008,Thursday,31,Jul,7,3,2008
20080801,01-08-2008,Friday,31,Aug,8,3,2008
20080802,02-08-2008,Saturday,31,Aug,8,3,2008
20080803,03-08-2008,Sunday,32,Aug,8,3,2008
20080804,04-08-2008,Monday,32,Aug,8,3,2008
20080805,05-08-2008,Tuesday,32,Aug,8,3,2008
20080806,06-08-2008,Wednesday,32,Aug,8,3,2008
20080807,07-08-2008,Thursday,32,Aug,8,3,2008
20080808,08-08-2008,Friday,32,Aug,8,3,2008
20080809,09-08-2008,Saturday,32,Aug,8,3,2008
20080810,10-08-2008,Sunday,33,Aug,8,3,2008
20080811,11-08-2008,Monday,33,Aug,8,3,2008
20080812,12-08-2008,Tuesday,33,Aug,8,3,2008
20080813,13-08-2008,Wednesday,33,Aug,8,3,2008
20080814,14-08-2008,Thursday,33,Aug,8,3,2008
20080815,15-08-2008,Friday,33,Aug,8,3,2008
20080816,16-08-2008,Saturday,33,Aug,8,3,2008
20080817,17-08-2008,Sunday,34,Aug,8,3,2008
20080818,18-08-2008,Monday,34,Aug,8,3,2008
20080819,19-08-2008,Tuesday,34,Aug,8,3,2008
20080820,20-08-2008,Wednesday,34,Aug,8,3,2008
20080821,21-08-2008,Thursday,34,Aug,8,3,2008
20080822,22-08-2008,Friday,34,Aug,8,3,2008
20080823,23-08-2008,Saturday,34,Aug,8,3,2008
20080824,24-08-2008,Sunday,35,Aug,8,3,2008
20080825,25-08-2008,Monday,35,Aug,8,3,2008
20080826,26-08-2008,Tuesday,35,Aug,8,3,2008
20080827,27-08-2008,Wednesday,35,Aug,8,3,2008
20080828,28-08-2008,Thursday,35,Aug,8,3,2008
20080829,29-08-2008,Friday,35,Aug,8,3,2008
20080830,30-08-2008,Saturday,35,Aug,8,3,2008
20080831,31-08-2008,Sunday,36,Aug,8,3,2008
20080901,01-09-2008,Monday,36,Sep,9,3,2008
20080902,02-09-2008,Tuesday,36,Sep,9,3,2008
20080903,03-09-2008,Wednesday,36,Sep,9,3,2008
20080904,04-09-2008,Thursday,36,Sep,9,3,2008
20080905,05-09-2008,Friday,36,Sep,9,3,2008
20080906,06-09-2008,Saturday,36,Sep,9,3,2008
20080907,07-09-2008,Sunday,37,Sep,9,3,2008
20080908,08-09-2008,Monday,37,Sep,9,3,2008
20080909,09-09-2008,Tuesday,37,Sep,9,3,2008
20080910,10-09-2008,Wednesday,37,Sep,9,3,2008
20080911,11-09-2008,Thursday,37,Sep,9,3,2008
20080912,12-09-2008,Friday,37,Sep,9,3,2008
20080913,13-09-2008,Saturday,37,Sep,9,3,2008
20080914,14-09-2008,Sunday,38,Sep,9,3,2008
20080915,15-09-2008,Monday,38,Sep,9,3,2008
20080916,16-09-2008,Tuesday,38,Sep,9,3,2008
20080917,17-09-2008,Wednesday,38,Sep,9,3,2008
20080918,18-09-2008,Thursday,38,Sep,9,3,2008
20080919,19-09-2008,Friday,38,Sep,9,3,2008
20080920,20-09-2008,Saturday,38,Sep,9,3,2008
20080921,21-09-2008,Sunday,39,Sep,9,3,2008
20080922,22-09-2008,Monday,39,Sep,9,3,2008
20080923,23-09-2008,Tuesday,39,Sep,9,3,2008
20080924,24-09-2008,Wednesday,39,Sep,9,3,2008
20080925,25-09-2008,Thursday,39,Sep,9,3,2008
20080926,26-09-2008,Friday,39,Sep,9,3,2008
20080927,27-09-2008,Saturday,39,Sep,9,3,2008
20080928,28-09-2008,Sunday,40,Sep,9,3,2008
20080929,29-09-2008,Monday,40,Sep,9,3,2008
20080930,30-09-2008,Tuesday,40,Sep,9,3,2008
20081001,01-10-2008,Wednesday,40,Oct,10,4,2008
20081002,02-10-2008,Thursday,40,Oct,10,4,2008
20081003,03-10-2008,Friday,40,Oct,10,4,2008
20081004,04-10-2008,Saturday,40,Oct,10,4,2008
20081005,05-10-2008,Sunday,41,Oct,10,4,2008
20081006,06-10-2008,Monday,41,Oct,10,4,2008
20081007,07-10-2008,Tuesday,41,Oct,10,4,2008
20081008,08-10-2008,Wednesday,41,Oct,10,4,2008
20081009,09-10-2008,Thursday,41,Oct,10,4,2008
20081010,10-10-2008,Friday,41,Oct,10,4,2008
20081011,11-10-2008,Saturday,41,Oct,10,4,2008
20081012,12-10-2008,Sunday,42,Oct,10,4,2008
20081013,13-10-2008,Monday,42,Oct,10,4,2008
20081014,14-10-2008,Tuesday,42,Oct,10,4,2008
20081015,15-10-2008,Wednesday,42,Oct,10,4,2008
20081016,16-10-2008,Thursday,42,Oct,10,4,2008
20081017,17-10-2008,Friday,42,Oct,10,4,2008
20081018,18-10-2008,Saturday,42,Oct,10,4,2008
20081019,19-10-2008,Sunday,43,Oct,10,4,2008
20081020,20-10-2008,Monday,43,Oct,10,4,2008
20081021,21-10-2008,Tuesday,43,Oct,10,4,2008
20081022,22-10-2008,Wednesday,43,Oct,10,4,2008
20081023,23-10-2008,Thursday,43,Oct,10,4,2008
20081024,24-10-2008,Friday,43,Oct,10,4,2008
20081025,25-10-2008,Saturday,43,Oct,10,4,2008
20081026,26-10-2008,Sunday,44,Oct,10,4,2008
20081027,27-10-2008,Monday,44,Oct,10,4,2008
20081028,28-10-2008,Tuesday,44,Oct,10,4,2008
20081029,29-10-2008,Wednesday,44,Oct,10,4,2008
20081030,30-10-2008,Thursday,44,Oct,10,4,2008
20081031,31-10-2008,Friday,44,Oct,10,4,2008
20081101,01-11-2008,Saturday,44,Nov,11,4,2008
20081102,02-11-2008,Sunday,45,Nov,11,4,2008
20081103,03-11-2008,Monday,45,Nov,11,4,2008
20081104,04-11-2008,Tuesday,45,Nov,11,4,2008
20081105,05-11-2008,Wednesday,45,Nov,11,4,2008
20081106,06-11-2008,Thursday,45,Nov,11,4,2008
20081107,07-11-2008,Friday,45,Nov,11,4,2008
20081108,08-11-2008,Saturday,45,Nov,11,4,2008
20081109,09-11-2008,Sunday,46,Nov,11,4,2008
20081110,10-11-2008,Monday,46,Nov,11,4,2008
20081111,11-11-2008,Tuesday,46,Nov,11,4,2008
20081112,12-11-2008,Wednesday,46,Nov,11,4,2008
20081113,13-11-2008,Thursday,46,Nov,11,4,2008
20081114,14-11-2008,Friday,46,Nov,11,4,2008
20081115,15-11-2008,Saturday,46,Nov,11,4,2008
20081116,16-11-2008,Sunday,47,Nov,11,4,2008
20081117,17-11-2008,Monday,47,Nov,11,4,2008
20081118,18-11-2008,Tuesday,47,Nov,11,4,2008
20081119,19-11-2008,Wednesday,47,Nov,11,4,2008
20081120,20-11-2008,Thursday,47,Nov,11,4,2008
20081121,21-11-2008,Friday,47,Nov,11,4,2008
20081122,22-11-2008,Saturday,47,Nov,11,4,2008
20081123,23-11-2008,Sunday,48,Nov,11,4,2008
20081124,24-11-2008,Monday,48,Nov,11,4,2008
20081125,25-11-2008,Tuesday,48,Nov,11,4,2008
20081126,26-11-2008,Wednesday,48,Nov,11,4,2008
20081127,27-11-2008,Thursday,48,Nov,11,4,2008
20081128,28-11-2008,Friday,48,Nov,11,4,2008
20081129,29-11-2008,Saturday,48,Nov,11,4,2008
20081130,30-11-2008,Sunday,49,Nov,11,4,2008
20081201,01-12-2008,Monday,49,Dec,12,4,2008
20081202,02-12-2008,Tuesday,49,Dec,12,4,2008
20081203,03-12-2008,Wednesday,49,Dec,12,4,2008
20081204,04-12-2008,Thursday,49,Dec,12,4,2008
20081205,05-12-2008,Friday,49,Dec,12,4,2008
20081206,06-12-2008,Saturday,49,Dec,12,4,2008
20081207,07-12-2008,Sunday,50,Dec,12,4,2008
20081208,08-12-2008,Monday,50,Dec,12,4,2008
20081209,09-12-2008,Tuesday,50,Dec,12,4,2008
20081210,10-12-2008,Wednesday,50,Dec,12,4,2008
20081211,11-12-2008,Thursday,50,Dec,12,4,2008
20081212,12-12-2008,Friday,50,Dec,12,4,2008
20081213,13-12-2008,Saturday,50,Dec,12,4,2008
20081214,14-12-2008,Sunday,51,Dec,12,4,2008
20081215,15-12-2008,Monday,51,Dec,12,4,2008
20081216,16-12-2008,Tuesday,51,Dec,12,4,2008
20081217,17-12-2008,Wednesday,51,Dec,12,4,2008
20081218,18-12-2008,Thursday,51,Dec,12,4,2008
